ANIO;MINICIO;MES;CODSEXO;CODMUN;MUN112;PROV;ISLA;RECURSO;FRECURSO
2014;09;Septiembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Anulado Indicación Alertante
2013;11;Noviembre;;38001;Adeje;Tenerife;Tenerife;NA;NA
2008;08;Agosto;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2009;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;01;Enero;;35032;Valleseco;Las Palmas;Gran Canaria;NA;NA
2014;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;01;Enero;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2005;04;Abril;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;07;Julio;;35002;Agüimes;Las Palmas;Gran Canaria;NA;NA
2009;08;Agosto;;38035;San Miguel;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;05;Mayo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Intervención Pospuesta
2007;03;Marzo;Mu;35031;Valsequillo;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2011;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2005;11;Noviembre;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;11;Noviembre;Ho;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVA;Falsa Alarma
2010;10;Octubre;;38017;Granadilla de Abona;Tenerife;Tenerife;Policia Local;Actuación in situ
2011;01;Enero;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;07;Julio;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2006;07;Julio;Ho;35026;Telde;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2013;02;Febrero;Mu;38011;Candelaria;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2011;03;Marzo;;35026;Telde;Las Palmas;Gran Canaria;Policia Local;Varios
2012;02;Febrero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2013;01;Enero;;38035;San Miguel;Tenerife;Tenerife;Guardia Civil;Rechazo Inicial Protocolo
2009;11;Noviembre;;38040;Santiago del Teide;Tenerife;Tenerife;Guardia Civil;Rechazo Inicial Protocolo
2010;11;Noviembre;Ho;38022;Icod de los Vinos;Tenerife;Tenerife;Ambulancia SVB;Transporte Urg. Medicalizado
2012;01;Enero;;35026;Telde;Las Palmas;Gran Canaria;Bomberos;Extincion de Incendios
2014;11;Noviembre;;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;12;Diciembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2006;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Anulado por Informe Otro Recu
2007;06;Junio;Mu;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;07;Julio;Ho;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2012;01;Enero;;35012;Mogán;Las Palmas;Gran Canaria;Policia Local;No Valorable / Error
2009;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;08;Agosto;Mu;35010;Haría;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;07;Julio;Mu;35015;Pájara;Las Palmas;Fuerteventura;NA;No Valorable / Error
2012;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;01;Enero;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;06;Junio;;38001;Adeje;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2008;11;Noviembre;Mu;38013;Frontera;Tenerife;El Hierro;NA;NA
2010;11;Noviembre;Mu;38001;Adeje;Tenerife;Tenerife;Guardia Civil;No Valorable / Error
2014;07;Julio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2005;12;Diciembre;;35026;Telde;Las Palmas;Gran Canaria;Bomberos;Actuación in situ
2010;09;Septiembre;;35012;Mogán;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2010;05;Mayo;Mu;38009;Breña Baja;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;11;Noviembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Rechazo Posterior Protocolo
2012;04;Abril;Ho;38050;Vallehermoso;Tenerife;La Gomera;Médico Urgencias;Transporte Urg. Medicalizado
2012;02;Febrero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;06;Junio;Mu;35027;Teror;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2006;05;Mayo;;38006;Arona;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2009;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;02;Febrero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2009;12;Diciembre;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2014;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2009;01;Enero;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;04;Abril;;35004;Arrecife;Las Palmas;Lanzarote;Policia Local;Informacion sin Seguimiento
2012;01;Enero;;35022;Santa Lucía;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2009;12;Diciembre;;38001;Adeje;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;11;Noviembre;;38017;Granadilla de Abona;Tenerife;Tenerife;Bomberos;Informacion sin Seguimiento
2006;11;Noviembre;;38004;Arafo;Tenerife;Tenerife;Ambulancia SVB;No Valorable / Error
2010;12;Diciembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Sin Recurso Disponible
2010;04;Abril;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;NA
2008;10;Octubre;;35026;Telde;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2008;12;Diciembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2010;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;No Valorable / Error
2010;10;Octubre;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;05;Mayo;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Rechaza Traslado
2007;03;Marzo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;10;Octubre;Ho;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2011;12;Diciembre;Mu;38009;Breña Baja;Tenerife;La Palma;NA;NA
2007;10;Octubre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2008;10;Octubre;Mu;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2013;05;Mayo;;35004;Arrecife;Las Palmas;Lanzarote;Policia Local;Informacion sin Seguimiento
2005;07;Julio;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2008;04;Abril;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2005;10;Octubre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2011;09;Septiembre;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2005;02;Febrero;;38022;Icod de los Vinos;Tenerife;Tenerife;NA;NA
2011;12;Diciembre;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Asistencia in situ
2006;10;Octubre;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2013;11;Noviembre;Mu;35024;Teguise;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;03;Marzo;;38040;Santiago del Teide;Tenerife;Tenerife;NA;NA
2008;11;Noviembre;;38041;Sauzal;Tenerife;Tenerife;Otros;Actuación in situ
2007;03;Marzo;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVA;Rechazo Posterior Protocolo
2007;01;Enero;Ho;35014;La Oliva;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;02;Febrero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;08;Agosto;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Colaboración con Otro Recurso
2014;05;Mayo;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2005;04;Abril;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;10;Octubre;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2014;02;Febrero;;38048;Valverde;Tenerife;El Hierro;Guardia Civil;Informacion sin Seguimiento
2009;07;Julio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2008;02;Febrero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Ya Evacuado
2009;04;Abril;Mu;38026;Orotava La;Tenerife;Tenerife;NA;NA
2009;09;Septiembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Servicio Denegado
2010;03;Marzo;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;12;Diciembre;;38041;Sauzal;Tenerife;Tenerife;Gruas;Incidente Resuelto
2011;08;Agosto;Mu;38011;Candelaria;Tenerife;Tenerife;Ambulancia SVA;Transporte Urg. Medicalizado
2013;12;Diciembre;Mu;35004;Arrecife;Las Palmas;Lanzarote;Policia Local;No Valorable / Error
2010;04;Abril;Ho;38007;Barlovento;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;02;Febrero;Ho;38045;Tazacorte;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;05;Mayo;Ho;35021;Santa Brígida;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;03;Marzo;Ho;38046;Tegueste;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;06;Junio;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;11;Noviembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;01;Enero;Mu;38031;Realejos Los;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;06;Junio;Mu;38032;Rosario El;Tenerife;Tenerife;NA;NA
2006;08;Agosto;;35006;Arucas;Las Palmas;Gran Canaria;Guardia Civil;Rechazo Inicial Protocolo
2005;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;08;Agosto;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2006;03;Marzo;Ho;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transporte Secundario
2011;10;Octubre;;35011;Ingenio;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2007;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;01;Enero;;38006;Arona;Tenerife;Tenerife;NA;NA
2005;04;Abril;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVA;Transporte Urg. Medicalizado
2008;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;02;Febrero;;35022;Santa Lucía;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2012;05;Mayo;;38023;Laguna La;Tenerife;Tenerife;NA;NA
2008;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;06;Junio;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2008;06;Junio;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;NA;NA
2006;09;Septiembre;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2010;12;Diciembre;Ho;38023;Laguna La;Tenerife;Tenerife;NA;NA
2009;09;Septiembre;Ho;35029;Tinajo;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;09;Septiembre;Mu;38023;Laguna La;Tenerife;Tenerife;NA;NA
2005;11;Noviembre;;35025;Tejeda;Las Palmas;Gran Canaria;Otros;Sin Recurso Disponible
2012;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2008;10;Octubre;;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Rechazo Posterior Protocolo
2010;10;Octubre;;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVA;Asistencia in situ
2010;12;Diciembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2009;08;Agosto;Ho;38030;Puntallana;Tenerife;La Palma;Guardia Civil;Informacion sin Seguimiento
2006;04;Abril;Ho;38022;Icod de los Vinos;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;08;Agosto;Ho;35002;Agüimes;Las Palmas;Gran Canaria;Bomberos;Extincion de Incendios
2008;11;Noviembre;Mu;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;04;Abril;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2007;10;Octubre;Ho;38035;San Miguel;Tenerife;Tenerife;Ambulancia SVB;No Valorable / Error
2012;08;Agosto;Mu;38048;Valverde;Tenerife;El Hierro;Ambulancia Transporte;Intervención Pospuesta
2014;07;Julio;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2007;12;Diciembre;Mu;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVA;Transporte Urg. Medicalizado
2010;08;Agosto;Mu;38031;Realejos Los;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2006;05;Mayo;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;06;Junio;;35014;La Oliva;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;No Valorable / Error
2010;04;Abril;Mu;35012;Mogán;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;08;Agosto;Ho;38032;Rosario El;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;10;Octubre;;35016;Las Palmas;Las Palmas;Gran Canaria;Otros;Actuación in situ
2007;11;Noviembre;Ho;35004;Arrecife;Las Palmas;Lanzarote;Policia Local;Informacion sin Seguimiento
2008;11;Noviembre;Ho;38006;Arona;Tenerife;Tenerife;Ambulancia SVA;Sin Recurso Disponible
2008;10;Octubre;Ho;38006;Arona;Tenerife;Tenerife;Policia Local;Anulado por Informe Otro Recu
2005;11;Noviembre;;38018;Guancha La;Tenerife;Tenerife;Bomberos;Informacion sin Seguimiento
2013;09;Septiembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2010;09;Septiembre;Mu;38006;Arona;Tenerife;Tenerife;Policia Local;Actuación in situ
2013;08;Agosto;Ho;38040;Santiago del Teide;Tenerife;Tenerife;Policia Local;Actuación in situ
2008;11;Noviembre;Ho;38006;Arona;Tenerife;Tenerife;NA;NA
2008;12;Diciembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;10;Octubre;Ho;38001;Adeje;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;11;Noviembre;;35018;San Bartolomé Lanzarote;Las Palmas;Lanzarote;NA;NA
2011;07;Julio;Mu;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;04;Abril;;38031;Realejos Los;Tenerife;Tenerife;Policia Local;Actuación in situ
2007;02;Febrero;Mu;38042;Silos Los;Tenerife;Tenerife;Helicoptero de Rescate;Actuación in situ
2013;12;Diciembre;Ho;35015;Pájara;Las Palmas;Fuerteventura;Guardia Civil;Anulado por Informe Otro Recu
2007;11;Noviembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Varios
2005;01;Enero;;35031;Valsequillo;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2008;01;Enero;Ho;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2007;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Lesiones
2009;12;Diciembre;;38036;San Sebastian de La Gomera;Tenerife;La Gomera;Policia Local;Sin Recurso Disponible
2010;07;Julio;Ho;38021;Hermigüa;Tenerife;La Gomera;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;09;Septiembre;;35022;Santa Lucía;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2014;01;Enero;Ho;38031;Realejos Los;Tenerife;Tenerife;NA;NA
2007;02;Febrero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;03;Marzo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Ya Evacuado
2014;02;Febrero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Falsa Alarma
2012;04;Abril;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;03;Marzo;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2014;08;Agosto;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Anulado Indicación Alertante
2010;07;Julio;;35014;La Oliva;Las Palmas;Fuerteventura;Guardia Civil;Informacion sin Seguimiento
2013;01;Enero;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;08;Agosto;Mu;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;02;Febrero;Ho;38040;Santiago del Teide;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2011;08;Agosto;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Rechaza Traslado
2014;11;Noviembre;Ho;38043;Tacoronte;Tenerife;Tenerife;Policia Local;Rechazo Inicial Protocolo
2005;07;Julio;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2009;08;Agosto;Mu;38039;Santa Ursula;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;09;Septiembre;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVA;Rechazo Posterior Protocolo
2012;01;Enero;Mu;35021;Santa Brígida;Las Palmas;Gran Canaria;NA;NA
2005;03;Marzo;;35012;Mogán;Las Palmas;Gran Canaria;NA;NA
2005;01;Enero;;38023;Laguna La;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2012;07;Julio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;12;Diciembre;Ho;38011;Candelaria;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;02;Febrero;Ho;35020;San Nicolás Tolentino;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;01;Enero;;38032;Rosario El;Tenerife;Tenerife;Guardia Civil;Actuación in situ
2007;12;Diciembre;;38026;Orotava La;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2009;02;Febrero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;09;Septiembre;Ho;38023;Laguna La;Tenerife;Tenerife;Policia Local;Rechazo Inicial Protocolo
2011;01;Enero;Mu;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;09;Septiembre;Mu;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;04;Abril;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVA;Transporte Urg. Medicalizado
2005;01;Enero;Mu;35031;Valsequillo;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;12;Diciembre;;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;NA
2007;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Otros;Intervención Pospuesta
2014;01;Enero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2009;11;Noviembre;;38001;Adeje;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2006;08;Agosto;;38019;Guia de Isora;Tenerife;Tenerife;Guardia Civil;Sin Recurso Disponible
2013;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2009;11;Noviembre;;38011;Candelaria;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2005;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Médico A. Primaria;Asistencia in situ
2006;03;Marzo;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;Guardia Civil;Informacion sin Seguimiento
2011;03;Marzo;Mu;38050;Vallehermoso;Tenerife;La Gomera;Guardia Civil;Ya Evacuado
2014;09;Septiembre;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;NA;NA
2014;12;Diciembre;Mu;35009;Gáldar;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;11;Noviembre;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Médico Urgencias;Asistencia in situ
2011;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;07;Julio;Mu;38042;Silos Los;Tenerife;Tenerife;Ambulancia SVA;Transporte Urg. Medicalizado
2006;05;Mayo;;38020;Güimar;Tenerife;Tenerife;Otros;Actuación in situ
2010;09;Septiembre;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia Sanitarizada;Transporte Secundario
2006;04;Abril;;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Varios
2013;03;Marzo;Mu;38022;Icod de los Vinos;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2011;09;Septiembre;Mu;35028;Tías;Las Palmas;Lanzarote;NA;NA
2011;01;Enero;Ho;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;06;Junio;Ho;35012;Mogán;Las Palmas;Gran Canaria;Ambulancia SVB;Rechaza Traslado
2008;04;Abril;;38031;Realejos Los;Tenerife;Tenerife;Cuerpo Nacional de Policia;Sin Recurso Disponible
2013;01;Enero;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2014;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2006;01;Enero;Mu;38037;Santa Cruz de La Palma;Tenerife;La Palma;Ambulancia SVB;Sin Recurso Disponible
2013;04;Abril;Ho;38006;Arona;Tenerife;Tenerife;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2005;11;Noviembre;Mu;35021;Santa Brígida;Las Palmas;Gran Canaria;NA;NA
2008;05;Mayo;;35015;Pájara;Las Palmas;Fuerteventura;Guardia Civil;Rechazo Posterior Protocolo
2007;09;Septiembre;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;07;Julio;;38023;Laguna La;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2011;07;Julio;Mu;35018;San Bartolomé Lanzarote;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;05;Mayo;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Asistencia in situ
2008;07;Julio;Mu;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2012;09;Septiembre;;35027;Teror;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Informacion sin Seguimiento
2011;11;Noviembre;Mu;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;01;Enero;;38036;San Sebastian de La Gomera;Tenerife;La Gomera;NA;NA
2010;03;Marzo;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;08;Agosto;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;09;Septiembre;Mu;38001;Adeje;Tenerife;Tenerife;Otros;No Valorable / Error
2013;11;Noviembre;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2012;02;Febrero;Mu;38001;Adeje;Tenerife;Tenerife;NA;NA
2009;05;Mayo;;35012;Mogán;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
